WELL_GROUP_ID,WELL_GROUP_NAME,WELL_ID,WELL_NAME,WELL_PURPOSE,CANTON,ORG_NAME,BLOCK,CONVERT_DATE,PROD_DATE
GI022,G022,WI059,W059,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI014,G014,WI127,W127,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI014,G014,WI128,W128,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI012,G012,WI042,W042,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI014,G014,WI043,W043,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI013,G013,WI118,W118,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI011,G011,WI226,W226,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI012,G012,WI226,W226,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI006,G006,WI026,W026,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI001,G001,WI227,W227,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI002,G002,WI227,W227,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI001,G001,WI232,W232,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI002,G002,WI232,W232,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI027,G027,WI268,W268,生产井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI029,G029,WI270,W270,生产井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI028,G028,WI269,W269,生产井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI010,G010,WI039,W039,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI012,G012,WI089,W089,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI011,G011,WI041,W041,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI012,G012,WI041,W041,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI010,G010,WI225,W225,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI025,G025,WI294,W294,注汽井,区域1,站点1,区块1,2024/01/10 00:00:00,2026/01/11 00:00:00
GI026,G026,WI294,W294,注汽井,区域1,站点1,区块1,2024/01/10 00:00:00,2026/01/11 00:00:00
GI023,G023,WI293,W293,注汽井,区域1,站点1,区块1,2024/01/07 00:00:00,2026/01/11 00:00:00
GI024,G024,WI293,W293,注汽井,区域1,站点1,区块1,2024/01/07 00:00:00,2026/01/11 00:00:00
GI030,G030,WI295,W295,注汽井,区域1,站点1,区块1,2024/01/07 00:00:00,2026/01/11 00:00:00
GI031,G031,WI295,W295,注汽井,区域1,站点1,区块1,2024/01/07 00:00:00,2026/01/11 00:00:00
GI032,G032,WI296,W296,注汽井,区域1,站点1,区块1,2024/01/11 00:00:00,2026/01/11 00:00:00
GI033,G033,WI296,W296,注汽井,区域1,站点1,区块1,2024/01/11 00:00:00,2026/01/11 00:00:00
GI015,G015,WI052,W052,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI092,G092,WI036,W036,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI093,G093,WI036,W036,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI015,G015,WI024,W024,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI011,G011,WI117,W117,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI012,G012,WI117,W117,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI015,G015,WI137,W137,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI015,G015,WI138,W138,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI010,G010,WI040,W040,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI107,G107,WI373,W373,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI108,G108,WI373,W373,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI107,G107,WI372,W372,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI109,G109,WI377,W377,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI110,G110,WI377,W377,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI108,G108,WI375,W375,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI109,G109,WI375,W375,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI108,G108,WI374,W374,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI109,G109,WI376,W376,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI098,G098,WI383,W383,注汽井,区域1,站点2,区块2,2022/01/08 00:00:00,2026/01/11 00:00:00
GI099,G099,WI383,W383,注汽井,区域1,站点2,区块2,2022/01/08 00:00:00,2026/01/11 00:00:00
GI099,G099,WI384,W384,注汽井,区域1,站点2,区块2,2022/01/08 00:00:00,2026/01/11 00:00:00
GI100,G100,WI384,W384,注汽井,区域1,站点2,区块2,2022/01/08 00:00:00,2026/01/11 00:00:00
GI104,G104,WI368,W368,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI105,G105,WI368,W368,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI104,G104,WI367,W367,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI101,G101,WI363,W363,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI102,G102,WI363,W363,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI102,G102,WI364,W364,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI102,G102,WI365,W365,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI103,G103,WI365,W365,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI105,G105,WI369,W369,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI105,G105,WI370,W370,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI106,G106,WI370,W370,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI103,G103,WI366,W366,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI106,G106,WI371,W371,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI111,G111,WI381,W381,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI112,G112,WI381,W381,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI110,G110,WI378,W378,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI110,G110,WI379,W379,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI111,G111,WI379,W379,注汽井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI111,G111,WI380,W380,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI112,G112,WI382,W382,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI097,G097,WI166,W166,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI101,G101,WI362,W362,生产井,区域1,站点2,区块2,2024/01/06 00:00:00,2026/01/11 00:00:00
GI100,G100,WI361,W361,生产井,区域1,站点2,区块2,2022/01/08 00:00:00,2026/01/11 00:00:00
GI099,G099,WI360,W360,生产井,区域1,站点2,区块2,2022/01/08 00:00:00,2026/01/11 00:00:00
GI098,G098,WI359,W359,生产井,区域1,站点2,区块2,2022/01/08 00:00:00,2026/01/11 00:00:00
GI094,G094,WI155,W155,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI156,W156,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI156,W156,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI159,W159,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI159,W159,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI161,W161,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI096,G096,WI161,W161,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI154,W154,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI160,W160,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI096,G096,WI160,W160,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI152,W152,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI153,W153,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI157,W157,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI157,W157,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI158,W158,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI026,G026,WI266,W266,生产井,区域1,站点1,区块1,2024/01/10 00:00:00,2026/01/11 00:00:00
GI042,G042,WI267,W267,注汽井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI025,G025,WI265,W265,生产井,区域1,站点1,区块1,2024/01/10 00:00:00,2026/01/11 00:00:00
GI023,G023,WI263,W263,生产井,区域1,站点1,区块1,2024/01/07 00:00:00,2026/01/11 00:00:00
GI024,G024,WI264,W264,生产井,区域1,站点1,区块1,2024/01/07 00:00:00,2026/01/11 00:00:00
GI042,G042,WI283,W283,生产井,区域1,站点1,区块1,2016/01/08 00:00:00,2026/01/11 00:00:00
GI014,G014,WI045,W045,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI018,G018,WI053,W053,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI018,G018,WI054,W054,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI013,G013,WI120,W120,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI014,G014,WI130,W130,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI017,G017,WI131,W131,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI014,G014,WI044,W044,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI013,G013,WI119,W119,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI014,G014,WI129,W129,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI093,G093,WI035,W035,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI021,G021,WI143,W143,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI017,G017,WI048,W048,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI020,G020,WI049,W049,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI018,G018,WI055,W055,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI021,G021,WI056,W056,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI017,G017,WI133,W133,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI021,G021,WI142,W142,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI017,G017,WI047,W047,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI016,G016,WI121,W121,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI016,G016,WI122,W122,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI019,G019,WI124,W124,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI019,G019,WI125,W125,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI020,G020,WI134,W134,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI017,G017,WI046,W046,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI016,G016,WI123,W123,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI019,G019,WI078,W078,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI019,G019,WI175,W175,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI021,G021,WI057,W057,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI020,G020,WI050,W050,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI022,G022,WI058,W058,注汽井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI017,G017,WI257,W257,生产井,区域1,站点1,区块1,2024/01/04 00:00:00,2026/01/11 00:00:00
GI044,G044,WI012,W012,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI045,G045,WI012,W012,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI043,G043,WI009,W009,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI045,G045,WI016,W016,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI046,G046,WI016,W016,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI045,G045,WI015,W015,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI046,G046,WI015,W015,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI043,G043,WI010,W010,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI044,G044,WI010,W010,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI046,G046,WI019,W019,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI047,G047,WI019,W019,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI047,G047,WI021,W021,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI048,G048,WI021,W021,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI044,G044,WI013,W013,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI045,G045,WI013,W013,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI046,G046,WI018,W018,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI047,G047,WI018,W018,注汽井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI006,G006,WI028,W028,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI006,G006,WI027,W027,注汽井,区域1,站点1,区块1,2020/01/11 00:00:00,2026/01/11 00:00:00
GI051,G051,WI299,W299,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI067,G067,WI315,W315,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI051,G051,WI344,W344,注汽井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI062,G062,WI310,W310,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI063,G063,WI311,W311,生产井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI032,G032,WI273,W273,生产井,区域1,站点1,区块1,2024/01/11 00:00:00,2026/01/11 00:00:00
GI048,G048,WI292,W292,生产井,区域1,站点1,区块1,2022/01/01 00:00:00,2026/01/11 00:00:00
GI033,G033,WI274,W274,生产井,区域1,站点1,区块1,2024/01/11 00:00:00,2026/01/11 00:00:00
GI058,G058,WI062,W062,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI058,G058,WI064,W064,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI058,G058,WI063,W063,注汽井,区域1,站点1,区块1,2022/01/03 00:00:00,2026/01/11 00:00:00
GI056,G056,WI304,W304,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI088,G088,WI033,W033,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI089,G089,WI033,W033,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI088,G088,WI034,W034,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI089,G089,WI034,W034,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI088,G088,WI065,W065,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI066,G066,WI032,W032,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI066,G066,WI314,W314,生产井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI054,G054,WI302,W302,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI055,G055,WI303,W303,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI057,G057,WI305,W305,生产井,区域1,站点1,区块1,2024/01/05 00:00:00,2026/01/11 00:00:00
GI078,G078,WI074,W074,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI079,G079,WI074,W074,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI079,G079,WI075,W075,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI076,G076,WI069,W069,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI077,G077,WI069,W069,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI076,G076,WI070,W070,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI077,G077,WI070,W070,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI077,G077,WI073,W073,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI078,G078,WI073,W073,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI083,G083,WI073,W073,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI077,G077,WI030,W030,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI078,G078,WI030,W030,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI077,G077,WI072,W072,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI078,G078,WI072,W072,注汽井,区域1,站点1,区块1,2023/01/03 00:00:00,2026/01/11 00:00:00
GI095,G095,WI158,W158,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI094,G094,WI355,W355,生产井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI356,W356,生产井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
GI095,G095,WI163,W163,注汽井,区域1,站点2,区块2,2021/01/01 00:00:00,2026/01/11 00:00:00
