WELL_GROUP_NAME,PROD_DATE,INJ_INDICATOR,PROD_INDICATOR,OPTIMAL_LAG_DAYS
G005,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G007,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,35
G007,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,6
G007,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,1
G007,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,1
G007,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G008,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,33
G008,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,12
G008,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,30
G008,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,18
G008,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,37
G009,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G009,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,1
G009,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G009,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G009,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,34
G010,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G010,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,6
G010,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,6
G010,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,40
G010,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G011,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,17
G011,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,26
G011,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,39
G011,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,6
G011,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,38
G012,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,9
G012,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,43
G012,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,28
G012,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,28
G012,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,44
G013,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G013,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G013,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,6
G013,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,30
G013,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G014,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G014,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,29
G014,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G014,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G014,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,23
G016,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G016,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G016,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,16
G016,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,26
G016,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,1
G017,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,34
G017,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,23
G017,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G017,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G017,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,40
G018,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,43
G018,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,43
G018,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G018,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G018,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,1
G019,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G019,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,23
G019,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,44
G019,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,44
G019,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,42
G020,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G020,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,6
G020,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G020,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G020,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G021,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G021,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,2
G021,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,2
G021,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,44
G021,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G022,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,31
G022,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,27
G022,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,1
G022,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,1
G022,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G026,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G026,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G026,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,2
G026,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,44
G026,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,6
G028,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G028,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,1
G028,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,43
G028,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,1
G028,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G029,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,4
G029,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G029,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,38
G029,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,18
G029,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,1
G031,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G031,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G031,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G031,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G031,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G033,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,27
G033,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,24
G033,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G033,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G033,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G034,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,44
G034,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,29
G034,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,22
G034,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,44
G034,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,26
G035,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G035,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,26
G035,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,25
G035,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,25
G035,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,41
G037,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G037,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G037,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G037,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G037,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,35
G038,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,6
G038,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,11
G038,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G038,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G038,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G039,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,44
G039,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,32
G039,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G039,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G039,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G041,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,42
G041,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,23
G041,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,32
G041,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,31
G041,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,21
G045,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,1
G045,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G045,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G045,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G045,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G047,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,18
G047,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,42
G047,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,35
G047,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,33
G047,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G048,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G048,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,1
G048,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G048,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G048,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,1
G050,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,27
G050,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,1
G050,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G050,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,29
G050,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,23
G055,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G055,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G055,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,2
G055,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G055,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G058,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,2
G058,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G058,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G058,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G058,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G059,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G059,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,28
G059,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,30
G059,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G059,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G060,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G060,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G060,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G060,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G060,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,15
G063,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G063,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G063,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G063,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G063,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G065,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,1
G065,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G065,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G065,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G065,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,1
G066,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G066,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G066,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,1
G066,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,1
G066,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G067,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G067,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G067,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G067,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G067,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G069,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G069,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,34
G069,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,32
G069,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,32
G069,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G070,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,42
G070,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G070,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,37
G070,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,37
G070,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G071,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,30
G071,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,23
G071,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G071,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G071,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,43
G072,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,27
G072,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,2
G072,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,30
G072,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,28
G072,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,27
G074,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G074,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,6
G074,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,6
G074,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,23
G074,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,6
G075,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,22
G075,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G075,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,23
G075,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,2
G075,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,43
G077,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G077,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G077,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,2
G077,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,2
G077,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G078,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,23
G078,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,33
G078,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,23
G078,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,10
G078,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,10
G080,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,6
G080,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,32
G080,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,30
G080,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,28
G080,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,40
G087,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,6
G087,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G087,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G087,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G087,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,14
G089,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G089,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,41
G089,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,6
G089,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,6
G089,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G090,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G090,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G090,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,1
G090,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,10
G090,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G091,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,23
G091,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,28
G091,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,5
G091,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,6
G091,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G092,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G092,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,29
G092,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,44
G092,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,1
G092,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G093,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G093,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,1
G093,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G093,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G093,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G095,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,2
G095,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G095,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,13
G095,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,6
G095,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,8
G102,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,2
G102,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,20
G102,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,41
G102,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,41
G102,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,44
G103,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,5
G103,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,3
G103,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,1
G103,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,1
G103,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,3
G105,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,44
G105,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,8
G105,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,3
G105,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,3
G105,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,6
G106,2025/03/20 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,3
G106,2025/03/20 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,44
G106,2025/03/20 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,44
G106,2025/03/20 00:00:00,INJ_VOL_DAILY,WATER_CUT,44
G106,2025/03/20 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G001,2025/03/25 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G001,2025/03/25 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G001,2025/03/25 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G001,2025/03/25 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G001,2025/03/25 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G002,2025/03/25 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G002,2025/03/25 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,0
G002,2025/03/25 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,0
G002,2025/03/25 00:00:00,INJ_VOL_DAILY,WATER_CUT,0
G002,2025/03/25 00:00:00,INJ_VOL_DAILY,WH_TEMP,0
G003,2025/03/25 00:00:00,INJ_VOL_DAILY,LIQ_PROD_DAILY,0
G003,2025/03/25 00:00:00,INJ_VOL_DAILY,MAX_TUBING_PRES,32
G003,2025/03/25 00:00:00,INJ_VOL_DAILY,OIL_PROD_DAILY,2
